"TABLE","TABLEDESC","BEGINYEAR","ENDYEAR","COMPONENT"
"DEMO_D","Demographic Variables & Sample Weights",2005,2006,"Demographics"
"DEMO_E","Demographic Variables & Sample Weights",2007,2008,"Demographics"
"DEMO_C","Demographic Variables & Sample Weights",2003,2004,"Demographics"
"DEMO_B","Demographic Variables & Sample Weights",2001,2002,"Demographics"
"DEMO","Demographic Variables & Sample Weights",1999,2000,"Demographics"
"DEMO_F","Demographic Variables & Sample Weights",2009,2010,"Demographics"
"LA_DEMO","Los Angeles County, California - Demographic Variables & Sample Weights",1999,2004,"Demographics"
"DEMO_G","Demographic Variables & Sample Weights",2011,2012,"Demographics"
"LDEMO_AD","Los Angeles County, California - Demographic Variables & Sample Weights",1999,2006,"Demographics"
"DEMO_H","Demographic Variables and Sample Weights",2013,2014,"Demographics"
"LDEMO_EH","Los Angeles County, California - Demographic Variables & Sample Weights",2007,2014,"Demographics"
"CDEMO_EH","California - Demographic Variables & Sample Weights",2007,2014,"Demographics"
"CDEMO_AD","California - Demographic Variables & Sample Weights",1999,2006,"Demographics"
"DEMO_I","Demographic Variables and Sample Weights",2015,2016,"Demographics"
"GEO_2000","Geocoded Data, NHANES 1999-2016, Census 2000",1999,2016,"Demographics"
"GEO_2010","Geocoded Data, NHANES 1999-2018, Census 2010",1999,2018,"Demographics"
"DEMO_J","Demographic Variables and Sample Weights",2017,2018,"Demographics"
"P_DEMO","Demographic Variables and Sample Weights",2017,2020,"Demographics"
"DEMO_K_R","Demographic Variables",2019,2020,"Demographics"
"GEO_2020","Geocoded Data, NHANES 1999-March 2020, Census 2020",1999,2020,"Demographics"
"DEMO_L","Demographic Variables and Sample Weights",2021,2023,"Demographics"
"DRXIFF","Dietary Interview - Individual Foods",1999,2000,"Dietary"
"DRXTOT","Dietary Interview - Total Nutrient Intakes",1999,2000,"Dietary"
"DSQFILE1","Dietary Supplement Use 30-Day - File 1, Supplement Counts",1999,2000,"Dietary"
"DRXTOT_B","Dietary Interview - Total Nutrient Intakes",2001,2002,"Dietary"
"DRXIFF_B","Dietary Interview - Individual Foods",2001,2002,"Dietary"
"FFQRAW_D","Food Frequency Questionnaire - Raw Questionnaire Responses",2005,2006,"Dietary"
"FFQDC_D","Food Frequency Questionnaire - Output from DietCalc Software",2005,2006,"Dietary"
"FFQRAW_C","Food Frequency Questionnaire - Raw Questionnaire Responses",2003,2004,"Dietary"
"FFQDC_C","Food Frequency Questionnaire - Output from DietCalc Software",2003,2004,"Dietary"
"DRXFCD_C","Dietary Interview Technical Support File - Food Codes",2003,2004,"Dietary"
"DSQFILE2","Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",1999,2000,"Dietary"
"DR1TOT_C","Dietary Interview - Total Nutrient Intakes, First Day",2003,2004,"Dietary"
"DR2TOT_C","Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,"Dietary"
"DR2IFF_C","Dietary Interview - Individual Foods, Second Day",2003,2004,"Dietary"
"DS2TOT_F","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2009,2010,"Dietary"
"DTQ_F","Dietary Screener Questionnaire",2009,2010,"Dietary"
"DR1IFF_C","Dietary Interview - Individual Foods, First Day",2003,2004,"Dietary"
"DS1IDS_F","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2009,2010,"Dietary"
"DS2IDS_F","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2009,2010,"Dietary"
"DSQIDS_F","Dietary Supplement Use 30 Day - Individual Dietary Supplements",2009,2010,"Dietary"
"DSQTOT_F","Dietary Supplement Use 30-Day - Total Dietary Supplements",2009,2010,"Dietary"
"DS1TOT_F","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2009,2010,"Dietary"
"DR1IFF_F","Dietary Interview - Individual Foods, First Day",2009,2010,"Dietary"
"DR2IFF_F","Dietary Interview - Individual Foods, Second Day",2009,2010,"Dietary"
"DR1TOT_F","Dietary Interview - Total Nutrient Intakes, First Day",2009,2010,"Dietary"
"DR2TOT_F","Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,"Dietary"
"DRXFCD_F","Dietary Interview Technical Support File - Food Codes",2009,2010,"Dietary"
"DRXMCD_F","Dietary Interview Technical Support File - Modification Codes",2009,2010,"Dietary"
"DS1IDS_E","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2007,2008,"Dietary"
"DS2IDS_E","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2007,2008,"Dietary"
"DSQIDS_E","Dietary Supplement Use 30 Day - Individual Dietary Supplements",2007,2008,"Dietary"
"DSQTOT_E","Dietary Supplement Use 30-Day - Total Dietary Supplements",2007,2008,"Dietary"
"DS1TOT_E","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2007,2008,"Dietary"
"DS2TOT_E","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2007,2008,"Dietary"
"DR1IFF_E","Dietary Interview - Individual Foods, First Day",2007,2008,"Dietary"
"DR2IFF_E","Dietary Interview - Individual Foods, Second Day",2007,2008,"Dietary"
"DR1TOT_E","Dietary Interview - Total Nutrient Intakes, First Day",2007,2008,"Dietary"
"DR2TOT_E","Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,"Dietary"
"DRXMCD_E","Dietary Interview Technical Support File - Modification Codes",2007,2008,"Dietary"
"DRXFCD_E","Dietary Interview Technical Support File - Food Codes",2007,2008,"Dietary"
"DSQ1_B","Dietary Supplement Use 30-Day - File 1, Supplement Counts",2001,2002,"Dietary"
"DSQ2_B","Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",2001,2002,"Dietary"
"DSQ1_C","Dietary Supplement Use 30-Day - File 1, Supplement Counts",2003,2004,"Dietary"
"DSQ2_C","Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",2003,2004,"Dietary"
"DSQ1_D","Dietary Supplement Use 30-Day - File 1, Supplement Counts",2005,2006,"Dietary"
"DSQ2_D","Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",2005,2006,"Dietary"
"DR1TOT_G","Dietary Interview - Total Nutrient Intakes, First Day",2011,2012,"Dietary"
"DR2TOT_G","Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,"Dietary"
"DR1IFF_G","Dietary Interview - Individual Foods, First Day",2011,2012,"Dietary"
"DR2IFF_G","Dietary Interview - Individual Foods, Second Day",2011,2012,"Dietary"
"DRXMCD_G","Dietary Interview Technical Support File - Modification Codes",2011,2012,"Dietary"
"DRXFCD_G","Dietary Interview Technical Support File - Food Codes",2011,2012,"Dietary"
"DSQIDS_G","Dietary Supplement Use 30 Day - Individual Dietary Supplements",2011,2012,"Dietary"
"DSQTOT_G","Dietary Supplement Use 30-Day - Total Dietary Supplements",2011,2012,"Dietary"
"DS1IDS_G","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2011,2012,"Dietary"
"DS2IDS_G","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2011,2012,"Dietary"
"DS1TOT_G","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2011,2012,"Dietary"
"DS2TOT_G","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2011,2012,"Dietary"
"DR1IFF_D","Dietary Interview - Individual Foods, First Day",2005,2006,"Dietary"
"DR1TOT_D","Dietary Interview - Total Nutrient Intakes, First Day",2005,2006,"Dietary"
"DR2TOT_D","Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,"Dietary"
"DRXFCD_D","Dietary Interview Technical Support File - Food Codes",2005,2006,"Dietary"
"DRXMCD_D","Dietary Interview Technical Support File - Modification Codes",2005,2006,"Dietary"
"DRXMCD_C","Dietary Interview Technical Support File - Modification Codes",2003,2004,"Dietary"
"DR2IFF_D","Dietary Interview - Individual Foods, Second Day",2005,2006,"Dietary"
"DR1TOT_H","Dietary Interview - Total Nutrient Intakes, First Day",2013,2014,"Dietary"
"DR2TOT_H","Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,"Dietary"
"DR1IFF_H","Dietary Interview - Individual Foods, First Day",2013,2014,"Dietary"
"DR2IFF_H","Dietary Interview - Individual Foods, Second Day",2013,2014,"Dietary"
"DRXFCD_H","Dietary Interview Technical Support File - Food Codes",2013,2014,"Dietary"
"DS1IDS_H","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2013,2014,"Dietary"
"DSQIDS_H","Dietary Supplement Use 30-Day - Individual Dietary Supplements",2013,2014,"Dietary"
"DS2IDS_H","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2013,2014,"Dietary"
"DS1TOT_H","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2013,2014,"Dietary"
"DS2TOT_H","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2013,2014,"Dietary"
"DSQTOT_H","Dietary Supplement Use 30-Day - Total Dietary Supplements",2013,2014,"Dietary"
"DR1TOT_I","Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,"Dietary"
"DR2TOT_I","Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,"Dietary"
"DR1IFF_I","Dietary Interview - Individual Foods, First Day",2015,2016,"Dietary"
"DR2IFF_I","Dietary Interview - Individual Foods, Second Day",2015,2016,"Dietary"
"DRXFCD_I","Dietary Interview Technical Support File - Food Codes",2015,2016,"Dietary"
"DSQTOT_I","Dietary Supplement Use 30-Day - Total Dietary Supplements",2015,2016,"Dietary"
"DS1IDS_I","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2015,2016,"Dietary"
"DS2IDS_I","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2015,2016,"Dietary"
"DS1TOT_I","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2015,2016,"Dietary"
"DS2TOT_I","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2015,2016,"Dietary"
"DSQIDS_I","Dietary Supplement Use 30-Day - Individual Dietary Supplements",2015,2016,"Dietary"
"DR1TOT_J","Dietary Interview - Total Nutrient Intakes, First Day",2017,2018,"Dietary"
"DR2TOT_J","Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,"Dietary"
"DR1IFF_J","Dietary Interview - Individual Foods, First Day",2017,2018,"Dietary"
"DR2IFF_J","Dietary Interview - Individual Foods, Second Day",2017,2018,"Dietary"
"DS1IDS_J","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2017,2018,"Dietary"
"DSQTOT_J","Dietary Supplement Use 30-Day - Total Dietary Supplements",2017,2018,"Dietary"
"DS2IDS_J","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2017,2018,"Dietary"
"DS1TOT_J","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2017,2018,"Dietary"
"DS2TOT_J","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2017,2018,"Dietary"
"DSQIDS_J","Dietary Supplement Use 30-Day - Individual Dietary Supplements",2017,2018,"Dietary"
"P_DSQIDS","Dietary Supplement Use 30-Day - Individual Dietary Supplements",2017,2020,"Dietary"
"P_DSQTOT","Dietary Supplement Use 30-Day - Total Dietary Supplements",2017,2020,"Dietary"
"P_DR1TOT","Dietary Interview - Total Nutrient Intakes, First Day",2017,2020,"Dietary"
"P_DR2TOT","Dietary Interview - Total Nutrient Intakes, Second Day",2017,2020,"Dietary"
"P_DR1IFF","Dietary Interview - Individual Foods, First Day",2017,2020,"Dietary"
"P_DR2IFF","Dietary Interview - Individual Foods, Second Day",2017,2020,"Dietary"
"P_DRXFCD","Dietary Interview Technical Support File - Food Codes",2017,2020,"Dietary"
"P_DS1IDS","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",2017,2020,"Dietary"
"P_DS1TOT","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",2017,2020,"Dietary"
"P_DS2IDS","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",2017,2020,"Dietary"
"P_DS2TOT","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",2017,2020,"Dietary"
"DRXFCD_L","Dietary Interview Technical Support File - Food Codes",2021,2023,"Dietary"
"DR1IFF_L","Dietary Interview - Individual Foods, First Day",2021,2023,"Dietary"
"DR1TOT_L","Dietary Interview - Total Nutrient Intakes, First Day",2021,2023,"Dietary"
"DR2IFF_L","Dietary Interview - Individual Foods, Second Day",2021,2023,"Dietary"
"DR2TOT_L","Dietary Interview - Total Nutrient Intakes, Second Day",2021,2023,"Dietary"
"DSPI","Dietary Supplement Database - Product Information",1999,2023,"Dietary"
"DSBI","Dietary Supplement Database - Blend Information",1999,2023,"Dietary"
"DSII","Dietary Supplement Database - Ingredient Information",1999,2023,"Dietary"
"DSQTOT_L","Dietary Supplement Use 30-Day - Total Dietary Supplements",2021,2023,"Dietary"
"DSQIDS_L","Dietary Supplement Use 30-Day - Individual Dietary Supplements",2021,2023,"Dietary"
"BPX_D","Blood Pressure",2005,2006,"Examination"
"BMX_D","Body Measures",2005,2006,"Examination"
"VIX_E","Vision",2007,2008,"Examination"
"BPX_E","Blood Pressure",2007,2008,"Examination"
"OPXFDT_E","Ophthalmology - Frequency Doubling Technology",2007,2008,"Examination"
"OHX_E","Oral Health",2007,2008,"Examination"
"DXXFEM_E","Dual Energy X-ray Absorptiometry - Femur",2007,2008,"Examination"
"BPX","Blood Pressure",1999,2000,"Examination"
"BMX","Body Measures",1999,2000,"Examination"
"CVX","Cardiovascular Fitness",1999,2000,"Examination"
"AUX1","Audiometry",1999,2000,"Examination"
"AUXTYM","Audiometry - Tympanometry",1999,2000,"Examination"
"BIX","Bioelectrical Impedance Analysis",1999,2000,"Examination"
"BAX","Balance",1999,2000,"Examination"
"LEXABPI","Lower Extremity Disease - Ankle Brachial Blood Pressure Index",1999,2000,"Examination"
"LEXPN","Lower Extremity Disease - Peripheral Neuropathy",1999,2000,"Examination"
"MSX","Muscle Strength",1999,2000,"Examination"
"OHXDENT","Oral Health - Dentition",1999,2000,"Examination"
"OHXPERIO","Oral Health - Periodontal",1999,2000,"Examination"
"OHXREF","Oral Health - Recommendation of Care",1999,2000,"Examination"
"SEQ","Shared Exclusion Questions",1999,2000,"Examination"
"TB","Tuberculosis",1999,2000,"Examination"
"VIX","Vision",1999,2000,"Examination"
"BMX_E","Body Measures",2007,2008,"Examination"
"DXX_2_B","Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",2001,2002,"Examination"
"DXX_2_00","Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam",2000,2000,"Examination"
"AUX_E","Audiometry",2007,2008,"Examination"
"AUXTYM_E","Audiometry - Tympanometry",2007,2008,"Examination"
"AUX_D","Audiometry",2005,2006,"Examination"
"AUXTYM_D","Audiometry - Tympanometry",2005,2006,"Examination"
"DXXFEM_D","Dual Energy X-ray Absorptiometry - Femur",2005,2006,"Examination"
"OPXFDT_D","Ophthalmology - Frequency Doubling Technology",2005,2006,"Examination"
"OHX_D","Oral Health",2005,2006,"Examination"
"PAXRAW_D","Physical Activity Monitor",2005,2006,"Examination"
"VIX_D","Vision",2005,2006,"Examination"
"AUX_C","Audiometry",2003,2004,"Examination"
"AUXTYM_C","Audiometry - Tympanometry",2003,2004,"Examination"
"BAX_C","Balance",2003,2004,"Examination"
"BIX_C","Bioelectrical Impedance Analysis",2003,2004,"Examination"
"BPX_C","Blood Pressure",2003,2004,"Examination"
"BMX_C","Body Measures",2003,2004,"Examination"
"CVX_C","Cardiovascular Fitness",2003,2004,"Examination"
"DEX_C","Dermatology",2003,2004,"Examination"
"LEXAB_C","Lower Extremity Disease - Ankle Brachial Blood Pressure Index",2003,2004,"Examination"
"LEXPN_C","Lower Extremity Disease - Peripheral Neuropathy",2003,2004,"Examination"
"OHXADD_C","Oral Health - Addendum",2003,2004,"Examination"
"OHXDEN_C","Oral Health - Dentition",2003,2004,"Examination"
"OHXPRL_C","Oral Health - Periodontal/Lower",2003,2004,"Examination"
"OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination"
"OHXREF_C","Oral Health - Recommendation of Care",2003,2004,"Examination"
"PAXRAW_C","Physical Activity Monitor",2003,2004,"Examination"
"VIX_C","Vision",2003,2004,"Examination"
"AUX_B","Audiometry",2001,2002,"Examination"
"AUXTYM_B","Audiometry - Tympanometry",2001,2002,"Examination"
"BAX_B","Balance",2001,2002,"Examination"
"BIX_B","Bioelectrical Impedance Analysis",2001,2002,"Examination"
"BMX_B","Body Measures",2001,2002,"Examination"
"BPX_B","Blood Pressure",2001,2002,"Examination"
"CVX_B","Cardiovascular Fitness",2001,2002,"Examination"
"LEXPN_B","Lower Extremity Disease - Peripheral Neuropathy",2001,2002,"Examination"
"MSX_B","Muscle Strength",2001,2002,"Examination"
"OHXDEN_B","Oral Health - Dentition",2001,2002,"Examination"
"OHXPRL_B","Oral Health - Periodontal/Lower",2001,2002,"Examination"
"OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination"
"OHXREF_B","Oral Health - Recommendation of Care",2001,2002,"Examination"
"VIX_B","Vision",2001,2002,"Examination"
"LEXAB_B","Lower Extremity Disease - Ankle Brachial Blood Pressure Index",2001,2002,"Examination"
"ENX_E","Exhaled Nitric Oxide",2007,2008,"Examination"
"ENX_F","Exhaled Nitric Oxide",2009,2010,"Examination"
"ARX_F","Arthritis Body Measures",2009,2010,"Examination"
"BMX_F","Body Measures",2009,2010,"Examination"
"BPX_F","Blood Pressure",2009,2010,"Examination"
"SPX_E","Spirometry - Pre and Post-Bronchodilator",2007,2008,"Examination"
"OHXDEN_F","Oral Health - Dentition",2009,2010,"Examination"
"SPXRAW_E","Spirometry - Raw Curve Data",2007,2008,"Examination"
"SPX_F","Spirometry - Pre and Post-Bronchodilator",2009,2010,"Examination"
"SPXRAW_F","Spirometry - Raw Curve Data",2009,2010,"Examination"
"OHXPER_F","Oral Health - Periodontal",2009,2010,"Examination"
"OHXREF_F","Oral Health - Recommendation of Care",2009,2010,"Examination"
"AUX_F","Audiometry",2009,2010,"Examination"
"AUXTYM_F","Audiometry - Tympanometry",2009,2010,"Examination"
"AUXAR_F","Audiometry - Acoustic Reflex",2009,2010,"Examination"
"DXXAG_C","Dual Energy X-ray Absorptiometry - Android/Gynoid",2003,2004,"Examination"
"DXXAG_D","Dual Energy X-ray Absorptiometry - Android/Gynoid",2005,2006,"Examination"
"DXXSPN_F","Dual Energy X-ray Absorptiometry - Spine",2009,2010,"Examination"
"DXXFEM_F","Dual Energy X-ray Absorptiometry - Femur",2009,2010,"Examination"
"AUXAR_E","Audiometry - Acoustic Reflex",2007,2008,"Examination"
"AUXAR_D","Audiometry - Acoustic Reflex",2005,2006,"Examination"
"TBX_G","Tuberculosis",2011,2012,"Examination"
"BPX_G","Blood Pressure",2011,2012,"Examination"
"ENX_G","Exhaled Nitric Oxide",2011,2012,"Examination"
"SPX_G","Spirometry - Pre and Post-Bronchodilator",2011,2012,"Examination"
"SPXRAW_G","Spirometry - Raw Curve Data",2011,2012,"Examination"
"OHXPER_G","Oral Health - Periodontal",2011,2012,"Examination"
"OHXREF_G","Oral Health - Recommendation of Care",2011,2012,"Examination"
"CSX_G_R","Taste & Smell",2012,2012,"Examination"
"OPXRET_D","Ophthalmology - Retinal Imaging",2005,2006,"Examination"
"OPXRET_E","Ophthalmology - Retinal Imaging",2007,2008,"Examination"
"AUXAR","Audiometry - Acoustic Reflex",1999,2000,"Examination"
"AUXAR_B","Audiometry - Acoustic Reflex",2001,2002,"Examination"
"AUXAR_C","Audiometry - Acoustic Reflex",2003,2004,"Examination"
"DXXSPN_D","Dual Energy X-ray Absorptiometry - Spine",2005,2006,"Examination"
"DXXSPN_E","Dual Energy X-ray Absorptiometry - Spine",2007,2008,"Examination"
"MGX_G","Muscle Strength - Grip Test",2011,2012,"Examination"
"BPX_H","Blood Pressure",2013,2014,"Examination"
"DXXSPN_H","Dual-Energy X-ray Absorptiometry - Spine",2013,2014,"Examination"
"DXXFEM_H","Dual-Energy X-ray Absorptiometry - Femur",2013,2014,"Examination"
"DXXVFA_H","Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment",2013,2014,"Examination"
"BMX_H","Body Measures",2013,2014,"Examination"
"DXXFRX_H","Dual-Energy X-ray Absorptiometry - FRAX Score",2013,2014,"Examination"
"BMX_G","Body Measures",2011,2012,"Examination"
"CSX_H","Taste & Smell",2013,2014,"Examination"
"AUX_G","Audiometry",2011,2012,"Examination"
"AUXAR_G","Audiometry - Acoustic Reflex",2011,2012,"Examination"
"AUXTYM_G","Audiometry - Tympanometry",2011,2012,"Examination"
"MGX_H","Muscle Strength - Grip Test",2013,2014,"Examination"
"OHXDEN_H","Oral Health - Dentition",2013,2014,"Examination"
"DXXV_H_R","Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment Results Comparison Study",2013,2014,"Examination"
"OHXPER_H","Oral Health - Periodontal",2013,2014,"Examination"
"OHXREF_H","Oral Health - Recommendation of Care",2013,2014,"Examination"
"BPX_I","Blood Pressure",2015,2016,"Examination"
"BMX_I","Body Measures",2015,2016,"Examination"
"OHXDEN_I","Oral Health - Dentition",2015,2016,"Examination"
"OHXREF_I","Oral Health - Recommendation of Care",2015,2016,"Examination"
"FLXCLN_G","Fluorosis - Clinical",2011,2012,"Examination"
"FLXCLN_H","Fluorosis - Clinical",2013,2014,"Examination"
"OHXDEN_G","Oral Health - Dentition",2011,2012,"Examination"
"DXXAAC_H","Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification",2013,2014,"Examination"
"DXXT4_H","Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology",2013,2014,"Examination"
"DXXT5_H","Dual-Energy X-ray Absorptiometry - T5 Vertebrae Morphology",2013,2014,"Examination"
"DXXT6_H","Dual-Energy X-ray Absorptiometry - T6 Vertebrae Morphology",2013,2014,"Examination"
"DXXT7_H","Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology",2013,2014,"Examination"
"DXXT8_H","Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology",2013,2014,"Examination"
"DXXT9_H","Dual-Energy X-ray Absorptiometry - T9 Vertebrae Morphology",2013,2014,"Examination"
"DXXT10_H","Dual-Energy X-ray Absorptiometry - T10 Vertebrae Morphology",2013,2014,"Examination"
"DXXT11_H","Dual-Energy X-ray Absorptiometry - T11 Vertebrae Morphology",2013,2014,"Examination"
"DXXT12_H","Dual-Energy X-ray Absorptiometry - T12 Vertebrae Morphology",2013,2014,"Examination"
"DXXL1_H","Dual-Energy X-ray Absorptiometry - L1 Vertebrae Morphology",2013,2014,"Examination"
"DXXL2_H","Dual-Energy X-ray Absorptiometry - L2 Vertebrae Morphology",2013,2014,"Examination"
"DXXL3_H","Dual-Energy X-ray Absorptiometry - L3 Vertebrae Morphology",2013,2014,"Examination"
"DXXL4_H","Dual-Energy X-ray Absorptiometry - L4 Vertebrae Morphology",2013,2014,"Examination"
"FLXCLN_I","Fluorosis - Clinical",2015,2016,"Examination"
"FLXC_H_R","Fluorosis - Clinical 20-29 Years",2014,2014,"Examination"
"BPX_J","Blood Pressure",2017,2018,"Examination"
"BMX_J","Body Measures",2017,2018,"Examination"
"OHXDEN_J","Oral Health - Dentition",2017,2018,"Examination"
"DXX_G","Dual-Energy X-ray Absorptiometry - Whole Body",2011,2012,"Examination"
"OHXREF_J","Oral Health - Recommendation of Care",2017,2018,"Examination"
"AUX_I","Audiometry",2015,2016,"Examination"
"DXX_I","Dual-Energy X-ray Absorptiometry - Whole Body",2015,2016,"Examination"
"DXX_H","Dual-Energy X-ray Absorptiometry - Whole Body",2013,2014,"Examination"
"DXXFEM_J","Dual-Energy X-ray Absorptiometry - Femur",2017,2018,"Examination"
"DXX_J","Dual-Energy X-ray Absorptiometry - Whole Body",2017,2018,"Examination"
"AUXAR_I","Audiometry - Acoustic Reflex",2015,2016,"Examination"
"AUXTYM_I","Audiometry - Tympanometry",2015,2016,"Examination"
"AUXWBR_I","Audiometry – Wideband Reflectance",2015,2016,"Examination"
"DXXSPN_J","Dual-Energy X-ray Absorptiometry - Spine",2017,2018,"Examination"
"LUX_J","Liver Ultrasound Transient Elastography",2017,2018,"Examination"
"FLXCLN_F","Fluorosis - Clinical",2009,2010,"Examination"
"DXXAG_G","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements",2011,2012,"Examination"
"PAXA_G_R","Physical Activity Monitor - Header",2012,2012,"Examination"
"PAXD_G_R","Physical Activity Monitor - Day",2012,2012,"Examination"
"PAXH_G_R","Physical Activity Monitor - Hour",2012,2012,"Examination"
"PAXM_G_R","Physical Activity Monitor - Minute",2012,2012,"Examination"
"PAXDAY_G","Physical Activity Monitor - Day",2011,2012,"Examination"
"PAXHD_G","Physical Activity Monitor - Header",2011,2012,"Examination"
"PAXHR_G","Physical Activity Monitor - Hour",2011,2012,"Examination"
"PAXMIN_G","Physical Activity Monitor - Minute",2011,2012,"Examination"
"PAXDAY_H","Physical Activity Monitor - Day",2013,2014,"Examination"
"PAXHD_H","Physical Activity Monitor - Header",2013,2014,"Examination"
"PAXHR_H","Physical Activity Monitor - Hour",2013,2014,"Examination"
"PAXMIN_H","Physical Activity Monitor - Minute",2013,2014,"Examination"
"DXXAG_H","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements",2013,2014,"Examination"
"DXXAG_I","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements",2015,2016,"Examination"
"DXXAG_J","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements",2017,2018,"Examination"
"BPXO_J","Blood Pressure - Oscillometric Measurements",2017,2018,"Examination"
"P_BMX","Body Measures",2017,2020,"Examination"
"P_BPXO","Blood Pressure - Oscillometric Measurement",2017,2020,"Examination"
"P_OHXREF","Oral Health - Recommendation of Care",2017,2020,"Examination"
"P_OHXDEN","Oral Health - Dentition",2017,2020,"Examination"
"P_DXXFEM","Dual-Energy X-ray Absorptiometry - Femur",2017,2020,"Examination"
"P_DXXSPN","Dual-Energy X-ray Absorptiometry - Spine",2017,2020,"Examination"
"AUX_J","Audiometry",2017,2018,"Examination"
"AUXAR_J","Audiometry - Acoustic Reflex",2017,2018,"Examination"
"AUXTYM_J","Audiometry - Tympanometry",2017,2018,"Examination"
"AUXWBR_J","Audiometry - Wideband Reflectance",2017,2018,"Examination"
"P_AUXWBR","Audiometry - Wideband Reflectance",2017,2020,"Examination"
"P_AUXTYM","Audiometry - Tympanometry",2017,2020,"Examination"
"P_AUXAR","Audiometry - Acoustic Reflex",2017,2020,"Examination"
"P_AUX","Audiometry",2017,2020,"Examination"
"P_LUX","Liver Ultrasound Transient Elastography",2017,2020,"Examination"
"BMX_L","Body Measures",2021,2023,"Examination"
"BPXO_L","Blood Pressure - Oscillometric Measurements",2021,2023,"Examination"
"AUXW_K_R","Audiometry Words-In-Noise",2019,2020,"Examination"
"LUX_L","Liver Ultrasound Transient Elastography",2021,2023,"Examination"
"BAX_L","Balance",2021,2023,"Examination"
"PbCd_D","Cadmium, Lead, & Total Mercury - Blood",2005,2006,"Laboratory"
"HEPC_E","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",2007,2008,"Laboratory"
"HEPA_E","Hepatitis A Antibody",2007,2008,"Laboratory"
"HEPBD_E","Hepatitis B: Core antibody, Surface atigen, and Hepatitis D: antibody",2007,2008,"Laboratory"
"HEPB_S_E","Hepatitis B Surface Antibody",2007,2008,"Laboratory"
"CRP_E","C-Reactive Protein (CRP)",2007,2008,"Laboratory"
"PSA_E","Prostate Specific Antigen (PSA)",2007,2008,"Laboratory"
"CBC_E","Complete Blood Count with 5-part Differential - Whole Blood",2007,2008,"Laboratory"
